segment,start,finish,mean,sigma
832,59029,59065,917.442,2327.97
833,59066,59251,1001.6,1837.73
834,59252,59306,948.723,1986.49
835,59307,59357,993.261,195.334
836,59358,59381,981.121,233.091
837,59382,59404,878.059,3510.96
838,59405,59451,1016.79,543.953
839,59452,59488,938.978,952.26
840,59489,59726,964.615,2606.02
841,59727,59762,761.72,5613.48
842,59763,59806,1036.58,598.327
843,59807,59892,975.292,2017.58
844,59893,59918,881.611,3856.01
845,59919,59953,985.492,467.242
846,59954,59979,892.128,4580.15
847,59980,60027,961.102,2679.07
848,60028,60117,954.341,371.596
849,60118,60147,981.772,325.55
850,60148,60172,950.001,122.091
851,60173,60210,880.347,4154.02
852,60211,60246,992.623,257.908
853,60247,60312,921.876,4420.75
854,60313,60340,976.564,366.214
855,60341,60375,786.983,4177.61
856,60376,60416,1063.26,1311.66
857,60417,60521,987.427,1290.55
858,60522,61412,995.443,5202.24
859,61413,61506,882.315,5759.34
860,61507,61526,994.534,148.397
861,61527,61672,934.451,1190.69
862,61673,61723,915.902,1544.45
863,61724,61825,957.721,960.042
864,61826,61922,696.106,3607.07
865,61923,61945,751.752,1049.36
866,61946,61984,973.76,1251.21
867,61985,62037,1015.63,1734.83
868,62038,62070,988.164,935.067
869,62071,62150,1028.25,1106.67
870,62151,62189,1000.2,1296.1
871,62190,62217,1044.37,199.168
872,62218,62277,1022.14,250.702
873,62278,62371,1009.82,529.02
874,62372,62392,1028.65,136.269
875,62393,62414,883.169,7199.06
876,62415,62452,1068.26,299.164
877,62453,62474,961.649,6155.09
878,62475,62690,1037.47,3172.96
879,62691,62762,1015.95,1969.34
880,62763,62808,1001.36,190.713
881,62809,62848,823.576,3804.41
882,62849,62946,987.485,1031.59
883,62947,62968,971.237,159.206
884,62969,63015,929.019,1507.71
885,63016,63116,970.144,1284.64
886,63117,63158,940.291,2360.57
887,63159,63199,990.855,469.665
888,63200,63319,948.113,6142.31
889,63320,63346,1009.26,328.828
890,63347,63372,916.167,1858.23
891,63373,63401,801.772,8781.73
892,63402,63428,1092.3,911.05
893,63429,63585,1012.34,2547.93
894,63586,63635,1050.31,546
895,63636,63664,814.387,4706.96
896,63665,63696,1091.31,986.215
897,63697,63725,896.552,5870.91
898,63726,63991,1038.42,1827.69
899,63992,64027,1082.9,391.563
900,64028,64073,1064.88,455.385
901,64074,64112,819.568,6917.12
902,64113,64183,1099.8,936.817
903,64184,64266,996.518,7102.86
904,64267,64307,1076.98,706.665
905,64308,64366,1055.35,562.56
906,64367,64404,809.624,11535.3
907,64405,64433,1084.86,2828.21
908,64434,64559,1033.05,2321.42
909,64560,64580,1029.02,159.565
910,64581,64608,904.02,5017.68
911,64609,64884,1050.67,2519.26
912,64885,64910,1094.95,301.251
913,64911,65528,1071.35,822.451
914,65529,65791,1063.62,543.368
915,65792,65847,1044.78,309.595
916,65848,65881,1084.56,1388.88
917,65882,65984,1052.87,370.042
918,65985,66017,1036.22,243.442
919,66018,66444,1053.43,419.777
920,66445,66478,1037.23,292.457
921,66479,66550,1051.87,440.684
922,66551,66570,1030.47,352.759
923,66571,66855,1019.24,9020.06
924,66856,66902,1097.24,636.407
925,66903,66945,1071.4,536.496
926,66946,66965,1032.42,1267.38
927,66966,66995,1097.4,318.806
928,66996,67032,1061.02,321.59
929,67033,67064,1079.59,1726.44
930,67065,67519,1054.02,849.211
931,67520,67549,846.616,4287.21
932,67550,67571,1150.92,1809.99
933,67572,67642,1068,448.859
934,67643,67998,1090.77,898.805
935,67999,68057,1058.53,339.636
936,68058,68214,1073.65,431.314
937,68215,68260,1056.73,394.524
938,68261,68294,875,13579.7
939,68295,68334,1140.63,1877.97
940,68335,68376,1095.98,483.221
941,68377,68411,951.118,5505.11
942,68412,68706,1122.51,911.107
943,68707,68729,1001.36,11539.2
944,68730,68751,866.479,10666.4
945,68752,68771,1208.99,1759.58
946,68772,68800,1168.37,599.823
947,68801,69091,1122.93,3123.02
948,69092,69287,1119.36,662.335
949,69288,69319,904.22,8854.06
950,69320,69341,1144.18,2933.92
951,69342,69383,1104.54,815.672
952,69384,69405,1083.81,535.824
953,69406,69676,1106.84,2520.4
954,69677,69935,1101.68,543.15
955,69936,69977,883.015,15793
956,69978,70004,1017.36,1555.59
957,70005,70175,1040.53,788.423
958,70176,70214,987.782,1631.21
959,70215,70241,1074.36,485.293
960,70242,70264,1046.2,360.177
961,70265,70302,963.201,6667.43
962,70303,70324,1113.99,509.563
963,70325,70437,1057.94,744.113
964,70438,70459,1036.93,483.526
965,70460,70652,1079.22,507.744
966,70653,70676,1109.38,323.782
967,70677,70716,1068.17,266.033
968,70717,70863,1104.06,471.566
969,70864,70898,1092.41,285.393
970,70899,70932,1062.27,2517.13
971,70933,70956,1118.49,348.505
972,70957,70981,1089.69,560.08
973,70982,71182,1119.79,903.517
974,71183,71220,937.913,6928.09
975,71221,71245,1193.13,3898.66
976,71246,71386,1102.23,1260.36
977,71387,71770,1113.4,911.856
978,71771,71842,1093.86,628.395
979,71843,71889,1030.59,4335.64
980,71890,72123,1098.36,1528.44
981,72124,72556,1115.11,994.704
982,72557,72595,1095.15,497.512
983,72596,72718,1140.93,1206.13
984,72719,72778,1051.82,496.485
985,72779,72811,799.717,7090.69
986,72812,72852,1181.97,1865.37
987,72853,72886,1125.23,634.351
988,72887,72917,1007.31,3018.95
989,72918,73148,1062.13,1315.3
990,73149,73181,980.352,1335.63
991,73182,73210,865.689,10437.1
992,73211,73241,1173.89,829.93
993,73242,73263,1129.62,259.603
994,73264,73307,1105.47,1369.76
995,73308,73400,1030.74,2826.44
996,73401,73426,1048.98,17214.5
997,73427,73455,1154.9,963.815
998,73456,73555,1115.47,4729.43
999,73556,73580,842.814,3460.24
1000,73581,73606,1093.94,5161.52
1001,73607,73700,1046.49,2487.38
1002,73701,73763,1113.1,783.269
1003,73764,73791,1064.17,1037
1004,73792,73821,1097.14,865.825
1005,73822,74010,1112.03,796.2
1006,74011,74031,1082.96,619.308
1007,74032,74059,826.07,3668.8
1008,74060,74086,1100.41,1519.84
1009,74087,74112,1047.78,553.369
1010,74113,74147,1008.04,655.18
1011,74148,74254,1049.65,1034.45
1012,74255,74300,1083.22,399.329
1013,74301,74394,1056.93,508.778
1014,74395,74415,1079.24,782.938
1015,74416,74587,1076.22,1836.64
1016,74588,74642,1038.07,1449.14
1017,74643,74674,817.628,6456.36
1018,74675,74747,1095.25,886.139
1019,74748,74780,1070.55,978.428
1020,74781,74881,1041.31,1268.74
1021,74882,74953,1016.39,708.622
1022,74954,75005,874.287,10115.8
1023,75006,75040,1093.97,2507.78
1024,75041,75154,1053.25,1064.66
1025,75155,75174,1012.89,740.594
1026,75175,75202,1044.64,333.891
1027,75203,75513,1060.52,1760.11
1028,75514,75542,884.68,13071.8
1029,75543,75567,1110.63,603.626
1030,75568,75655,1084.07,917.623
1031,75656,75683,1065.01,262.452
1032,75684,75786,1093.6,775.469
1033,75787,75883,1059.4,2567.6
1034,75884,75930,777.8,11932.9
1035,75931,76077,718.116,2187.17
1036,76078,76166,769.314,1591.93
1037,76167,76198,677.54,697.465
1038,76199,76228,762.158,3001.07
1039,76229,76260,670.609,3217.53
1040,76261,76291,667.437,324.637
1041,76292,76375,728.435,3417.26
1042,76376,76398,771.813,713.694
1043,76399,76448,702.574,2274.27
1044,76449,76470,659.802,161.155
1045,76471,76520,616.528,883.954
1046,76521,76553,627.425,5282.1
1047,76554,76579,707.934,630.237
1048,76580,76604,621.292,410.329
1049,76605,76630,644.985,1458.42
1050,76631,76654,567.708,73.0101
1051,76655,76677,555.334,633.823
1052,76678,76757,516.478,397.148
1053,76758,76813,619.225,988.87
1054,76814,76849,649.69,2134.47
1055,76850,76975,732.835,1893.06
1056,76976,77016,693.98,210.279
1057,77017,77039,666.781,203.149
1058,77040,77086,722.446,1135.68
1059,77087,77133,570.829,2215.29
1060,77134,77177,655.304,1564.33
1061,77178,77210,696.231,854.077
1062,77211,77243,613.874,259.511
1063,77244,77323,681.322,6284.39
1064,77324,77375,561.244,3709.15
1065,77376,77414,753.523,1277.3
1066,77415,77451,854.942,642.71
1067,77452,77503,926.233,283.414
1068,77504,77529,854.591,689.206
1069,77530,77612,906.157,426.506
1070,77613,77645,934.187,274.778
1071,77646,77683,903.578,188.963
1072,77684,77815,925.486,789.642
1073,77816,77840,916.876,223.19
1074,77841,77874,877.299,738.099
1075,77875,77895,924.109,147.354
1076,77896,77960,934.016,299.505
1077,77961,78009,897.164,181.446
1078,78010,78032,916.781,253.072
1079,78033,78057,865.935,794.062
1080,78058,78091,948.071,565.527
1081,78092,78136,892.883,362.402
1082,78137,78163,914.932,161.199
1083,78164,78223,947.007,372.609
1084,78224,78248,911.117,715.137
1085,78249,78284,854.386,394.648
1086,78285,78309,810.313,465.548
1087,78310,78354,887.854,649.687
1088,78355,78383,922.954,264.725
1089,78384,78415,908.119,327.161
1090,78416,78437,863.977,1036.05
1091,78438,78469,792.242,5969.62
1092,78470,78490,829.568,2477.38
1093,78491,78510,778.882,2871.8
1094,78511,78545,740.09,2418.37
1095,78546,78584,658.655,353.83
1096,78585,78628,627.045,340.839
1097,78629,78678,664.918,738.517
1098,78679,78714,532.987,1744.26
1099,78715,78797,448.329,1255.04
1100,78798,78861,442.505,111.158
1101,78862,78890,470.04,1249.03
1102,78891,78912,510.814,2699.74
1103,78913,78942,640.423,2365.99
1104,78943,78982,596.208,420.197
1105,78983,79008,627.927,406.869
1106,79009,79034,683.122,2151.24
1107,79035,79056,884.601,3279.74
1108,79057,79116,661.484,2904.32
1109,79117,79222,704.57,2598.32
1110,79223,79252,659.368,448.97
1111,79253,79293,688.582,946.854
1112,79294,79324,722.747,1500.22
1113,79325,79347,759.508,1027.8
1114,79348,79446,690.409,465.541
1115,79447,79469,672.217,185.777
1116,79470,79569,710.746,453.669
1117,79570,79591,683.595,97.3405
1118,79592,79647,700.939,700.001
1119,79648,79689,725.492,1032.3
1120,79690,79737,819.337,918.403
1121,79738,79759,921.521,479.418
1122,79760,79826,893.891,1638.97
1123,79827,79899,748.044,4831.99
1124,79900,79956,855.96,2166.39
1125,79957,79989,830.257,359.61
1126,79990,80009,785.72,749.397
1127,80010,80195,839.446,977.828
1128,80196,80225,741.514,3312.28
1129,80226,80271,898.099,1722.37
1130,80272,80335,861.086,1060.75
1131,80336,80410,879.376,272.582
1132,80411,80452,857.144,578.473
1133,80453,80493,889.674,275.242
1134,80494,80521,846.542,321.977
1135,80522,80547,771.938,494.161
1136,80548,80567,714.366,1005.13
1137,80568,80607,771.855,2810.06
1138,80608,80649,881.14,1853.48
1139,80650,80670,676.712,1895.03
1140,80671,80707,786.53,936.045
1141,80708,80735,725.801,406.954
1142,80736,80837,679.315,1691.66
1143,80838,80945,749.096,596.137
1144,80946,81033,803.623,868.777
1145,81034,81081,775.794,379.505
1146,81082,81139,807.248,199.987
1147,81140,81264,763.348,1227.76
1148,81265,81341,740.607,544.652
1149,81342,81366,779.688,172.895
1150,81367,81395,834.323,524.808
1151,81396,81458,857.99,1298.14
1152,81459,81510,786.446,2791.06
1153,81511,81540,693.238,425.757
1154,81541,81565,737.814,280.152
1155,81566,81585,699.838,572.316
1156,81586,81613,654.526,1384.09
1157,81614,81646,706.289,1651.24
1158,81647,81671,666.251,104.387
1159,81672,81749,639.219,1015.43
1160,81750,81774,685.918,377.092
1161,81775,81797,721.664,1487.06
1162,81798,81848,621.531,2248.07
1163,81849,81869,661.46,172.926
1164,81870,81923,678.852,316.761
1165,81924,81952,704.427,654.69
1166,81953,81975,649.954,213.535
1167,81976,82050,664.16,643.072
1168,82051,82073,672.217,108.096
1169,82074,82111,679.713,518.559
1170,82112,82149,605.081,661.643
1171,82150,82202,623.146,757.41
1172,82203,82237,665.18,305.667
1173,82238,82258,696.802,138.07
1174,82259,82346,718.461,908.479
1175,82347,82383,675.785,3152.7
1176,82384,82439,651.122,2599.23
1177,82440,82500,664.861,737.674
1178,82501,82566,720.475,1024.75
1179,82567,82673,776.144,3287.23
1180,82674,82713,749.416,430.011
1181,82714,82761,709.051,527.942
1182,82762,82825,674.439,1308.02
1183,82826,82868,722.514,492.268
1184,82869,82931,706.91,391.29
1185,82932,82962,677.501,487.97
1186,82963,83011,654.306,262.407
1187,83012,83032,716.601,131.665
1188,83033,83070,682.236,1211.79
1189,83071,83180,740.627,736.655
1190,83181,83201,704.626,289.705
1191,83202,83238,675.219,268.236
1192,83239,83266,661.245,340.11
1193,83267,83315,734.345,1522.52
1194,83316,83337,672.586,231.992
1195,83338,83396,729.874,457.144
1196,83397,83459,801.588,1914.8
1197,83460,83506,749.835,1198.11
1198,83507,83547,822.533,2094.98
1199,83548,83590,734.844,1127.5
1200,83591,83763,721.98,890.244
1201,83764,83795,819.581,414.881
1202,83796,83887,795.108,875.549
1203,83888,83914,765.337,438.926
1204,83915,83948,721.958,455.566
1205,83949,84006,743.029,402.311
1206,84007,84044,722.594,448.836
1207,84045,84085,782.29,624.626
1208,84086,84155,808.246,2547.59
1209,84156,84294,799.723,1588.27
1210,84295,84319,865.626,2843.39
1211,84320,84344,754.064,850.012
1212,84345,84379,813.617,420.59
1213,84380,84431,852.162,1723.59
1214,84432,84468,792.761,998.644
1215,84469,84559,760.496,2971.24
1216,84560,84610,817.113,935.849
1217,84611,84664,737.515,327.809
1218,84665,84684,696.486,348.716
1219,84685,84718,765.166,317.91
1220,84719,84797,835.508,1887.06
1221,84798,84852,717.076,675.92
1222,84853,84876,761.069,413.566
1223,84877,84918,710.99,2318.61
1224,84919,84957,715.513,355.901
1225,84958,84990,752.963,2338.69
1226,84991,85022,784.424,570.408
1227,85023,85089,703.703,762.474
1228,85090,85110,752.452,395.497
1229,85111,85158,902.868,3756.55
1230,85159,85259,813.097,1014.05
1231,85260,85292,732.719,365.262
1232,85293,85316,821.29,495.228
1233,85317,85343,900.464,1622.56
1234,85344,85416,810.002,695.368
1235,85417,85448,781.812,355.553
1236,85449,85488,804.884,655.739
1237,85489,85603,832.277,1751.98
1238,85604,85630,765.915,166.602
1239,85631,85712,791.208,716.481
1240,85713,85756,848.901,394.443
1241,85757,85777,816.967,565.012
1242,85778,85849,889.758,594.111
1243,85850,85906,842.791,3361.39
1244,85907,85944,817.436,648.035
1245,85945,86012,760.227,2629.47
1246,86013,86033,706.103,88.3687
1247,86034,86071,664.777,2720.94
1248,86072,86106,727.297,793.078
1249,86107,86128,832.779,2379.14
1250,86129,86196,962.892,1478.28
1251,86197,86247,845.622,2751.98
1252,86248,86303,818.264,480.226
1253,86304,86338,792.189,625.433
1254,86339,86364,832.333,523.564
1255,86365,86405,865.665,177.679
1256,86406,86432,812.114,392.963
1257,86433,86454,867.647,1410.51
1258,86455,86483,816.019,1550.08
1259,86484,86540,784.325,634.044
1260,86541,86569,873.654,811.147
1261,86570,86592,810.803,776.593
1262,86593,86613,857.516,1342.15
1263,86614,86635,796.62,395.251
1264,86636,86675,833.175,280.049
1265,86676,86709,777.754,2332.83
1266,86710,86752,824.492,434.092
1267,86753,86777,798.751,357.482
1268,86778,86905,912.294,949.866
1269,86906,86950,738.896,2002.27
1270,86951,87009,690.831,809.235
1271,87010,87036,711.807,231.612
1272,87037,87234,787.087,1578.06
1273,87235,87274,847.658,456.949
1274,87275,87296,799.008,297.48
1275,87297,87351,832.265,740.753
1276,87352,87407,772.342,2418.63
1277,87408,87443,809.867,1154.14
1278,87444,87478,787.503,178.798
1279,87479,87519,835.368,2033.63
1280,87520,87557,951.759,5474.37
1281,87558,87590,690.816,2048.73
1282,87591,87615,807.188,171.481
1283,87616,87635,880.86,538.871
1284,87636,87727,926.717,856.961
1285,87728,87777,883.752,1558.64
1286,87778,87809,807.132,2313.16
1287,87810,87841,931.642,574.878
1288,87842,87881,952.54,461.32
1289,87882,88301,873.528,6813.54
1290,88302,88355,991.755,1958.69
1291,88356,88383,856.622,2446.59
1292,88384,88404,900.146,364.212
1293,88405,88500,833.093,829.888
1294,88501,88535,795.9,1107.37
1295,88536,88566,830.647,502.021
1296,88567,88589,874.32,1525.39
1297,88590,88610,817.338,1315.13
1298,88611,88673,867.933,521.187
1299,88674,88709,914.664,1267.85
1300,88710,88754,866.474,1166.44
1301,88755,88793,838.944,2475.53
1302,88794,88826,875.646,1792.05
1303,88827,88858,815.675,1397.38
1304,88859,88882,779.298,240.146
1305,88883,88923,853.468,1790.69
1306,88924,89015,773.119,1562.6
1307,89016,89090,753.647,704.925
1308,89091,89150,789.454,762.263
1309,89151,89193,844.842,990.52
1310,89194,89229,779.732,1189.12
1311,89230,89270,799.057,1509.35
1312,89271,89297,848.533,1901.85
1313,89298,89402,772.01,1815.6
1314,89403,89664,847.487,1829.74
1315,89665,89688,787.436,307.717
1316,89689,89764,828.158,1384.15
1317,89765,89804,742.064,2205.83
1318,89805,89880,621.962,5399.73
